기사 작성일,댓글 작성일,댓글 내용,좋아요,싫어요
20170101,20170101,박통  이사람은   연구  대상이야,128,1
20170101,20170101,지껄이는 내용은 쓰레기고.  얼굴엔 멍자국 투성이더라. 눈밑팬더멍 입술과 턱 멍.  가리려고 머이컵 신경쓰셨더만.,48,1
20170101,20170101,뻔뻔하다.어서 사라져라.,63,1
20170101,20170101,"대체 아는게 뭐냐? 뉴스도 안보고 사냐? 라임 똥닭 성형수술하고 해외여행하고 패션쇼하고 케이크 쳐먹을 돈이 없어서 댓통 해쳐먹었나 체포영장, 구속영장, 압수수색 영장 모조리 발부해라! 긴급체포 구속수사 미개하고 비열한 쪽발국 방숭이 매국노 반란군 테러리스트 닭똥대가리당과 그 졸개들에게 여적죄를 물어 모조리 단두대로 보내버리지 않는한 이 나라에 미래는 없다",158,2
20170101,20170101,미쳐도 단디 미쳤군요. 유체이탈 화법은 여전하고 아는 것은 없는데 둘러대기는 잘하는군요. 아무리 애를 써봐도 어쩔 수 없는 여자.... 무식한 것 감추려 한들 감춰지겠습니까? 잔인한 악마의 모습은 그대로인 체 ....,550,2
20170101,20170101,그냥 거짓말이 입에 붙었구나,77,1
20170101,20170101,니애비 이름은아냐?  ㅂㅅㄱ은년.....신년부터재ㅅ없게,49,1
20170101,20170101,아는게 있긴하냐,54,1
20170101,20170101,씨발 니가 아는게 뭐냐 대체! 하긴 맨날천날 약처먹고 헤롱대는데 뭐 알 턱이있나. 정말 니같은게 대통년이라는게 쪽팔린다,187,1
20170101,20170101,"전혀 모르는일 !!! 요즘 마니듣던 말이네,,,ㅋㅋ 유해어 되게써~ 에라이~",41,1
20170101,20170101,어쩌라고?,101,2
20170101,20170101,연합  이시키는    폐간시켜야,132,5
20170101,20170101,아 네. 다음,107,3
20170101,20170101,이런 언론이 문제야.. 어쩌라고...우린 무기가없냐...,93,2
20170101,20170101,우리도 독재청산 마감단계다 ㅡㅡv,196,8
20170101,20170101,확실한 정보로 속보 때리길..  이젠 북한의 행동으로 물타기는 통하지 않아.. 연합뉴스네.,356,17
20170101,20170101,또 물 타게?이번엔 좀 어려울걸?,126,5
20170101,20170101,어쩌라고,405,9
20170101,20170101,알았다,444,13
20170101,20170101,거참 그 와중에 입금완료된  모양이구만 새해에는 좀 신선한 방법좀 써라 진짜 너무 진부하다,104,7
20170101,20170101,그러시겠죠,1444,49
20170101,20170101,뽕닭이나 어떻게 좀 해봐라,50,2
20170101,20170101,쓸데없는짓 하지마라 미친놈아,277,9
20170101,20170101,그래서 연합아 어쩌라고 지들 방위해서 살것다고 지랄떠는데 어쩌라고 저것들이 그런다고 미사일쏘고 침략전쟁이라도 한다는거냐 지들 죽을까봐 그러니 그냥 연합은 그만 신경쓰고 박근혜 최순실 관련 특종이나 하나 해봐라 언론이라고 하는것이 자료받아 발표나 하고 있고 새해부터,57,5
20170101,20170101,남에는 통일은 대벅이라는 또라이도 있슈~~!!!,55,4
20170101,20170101,그래서 빠른 탄핵 확정 을 해야한다,611,33
20170101,20170101,작년 이맘때도 그랬다,465,15
20170101,20170101,어쩡수 없다. 제내들 살아 남는 방법,343,12
20170101,20170101,그래서 뭘?,45,1
20170101,20170101,"역시 조기대선 시작이군 ㅋㅋㅋㅋ  1월 1일 첫기사 ㅋㅋㅋㅋㅋ  ""북풍"" ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",62,1
20170101,20170101,반은아니고 이가 힘을못받으면 문을찍어야겠지 더이상나라망가지면안돼,620,43
20170101,20170101,이대로 되기를 바란다.  재대로된 대통령을 보고 싶다.,2502,237
20170101,20170101,문재인  화팅,220,31
20170101,20170101,제발...반기문이좀 끼워넣지마...,251,15
20170101,20170101,촛불민심은 개헌필요없다.정권교체로 다 갈아엎어야된다.,178,13
20170101,20170101,반기문. . 이건아닌거 같다. . 대통령이 하고싶으면 꿈에서나 해라. .,100,6
20170101,20170101,대구 경북은 그 꼴을 당하고도 또...,103,11
20170101,20170101,아직도 정신못차린 사람 겁나 많구만...,416,21
20170101,20170101,반기문은탈탈털어서교도소보내버려라,214,14
20170101,20170101,"아군 총질 자제합시다.  문재인 전대표 지지하지만 이재명 시장, 안희정 도지사, 박원순 시장 모두 훌륭하신 분들이고 대통령 되셔도 차고 넘칠 훌륭하신 분들입니다.  정권교체 할때까지 뭉칩시다.",647,34
20170101,20170101,반장어는  아프리카 봉사단으로가라 재인이가   딱이다,698,56
20170101,20170101,이제는 국민이 정치를 알았고 관심이 짱이다,519,15
20170101,20170101,반 찍는 18.3%는 뭐하는것들이야? 아직도 정신을 덜 차렸어..ㅉㅉ,420,24
20170101,20170101,"[촛불 민심은 개헌을 원하지 않았다]  촛불 집회에서 개헌을 외치는 목소리를 들은 적 있습니까. 아니면 개헌하자는 플래카드를 본 적 있습니까.  오직 박근혜와 부역자들 그리고 수구 언론만이 '박근혜 최순실 게이트'를 뒤집기위해 개헌을 외쳤을 뿐입니다.  '개헌 야합' 정치인들이 지키고자 하는 것은 정권 교체를 원하는 국민적 열망이 아닌 자신들의 정치적 생명입니다.  헌법을 개정해서 대선판을 뒤집으려는 결선투표제, 임기 단축 개헌파들도 자신들의 안위가 우선인 자들입니다.  '촛불 민심 배신자들'도 '부역자들'과 함께 퇴출해야 합니다!",1890,144
20170101,20170101,"""축"" 문재인대통령 당선!",2842,458
20170101,20170101,반기문 기름장어가 저정도 지지율이라는거 자체가 우리나라 국민성은 더 당해봐야 정신차린다. 같은 대한민국국민이지만 정치 잘모르고 아무안테나 투표하는사람들보면 무식한것도 정떨어지고 치가떨린다.  선진국처럼 정치토론이 일상화되야된다.,83,9
20170101,20170101,이제 민주당 경선에서 단일화 후보만 하면 끝이네,468,27
20170101,20170101,아직도 좌빨 종북 타령하면서  반기문 지지하는 인간들은  다 탈북자냐?,164,11
20170101,20170101,반기문 지지율을 의심하지 않을수 없다,244,15
20170101,20170101,웃기고있네,114,20
20170101,20170101,진짜 돌았나보다~~ 약 기운이 떨어져서 그런가?   어이없다,205,8
20170101,20170101,미용원장  곧  디지것네   아  진실을 말한  몇 더있구나  야  이게  사람인가,164,7
20170101,20170101,정초부터 저 따위 말이나 하려고 기자들 불렀나?...결국 기자들보고 너네들이 오보를 해서 내가 이 모양 되었잖아라고 지랄하는거네.....헐.....,217,7
20170101,20170101,조목조목 구라,604,11
20170101,20170101,나오지말고 기다려라 기다리는 304명을 산채로 수장  왜 안 구했나? 왜 침몰했나? 왜 은폐하나?,475,12
20170101,20170101,결국 그 안돌아가는 머리로 고작 와워서 나와서 변명만 하는거..,545,14
20170101,20170101,나라를 위해 작은 회사들 키워주려고 열심히 지원한 것 뿐이야. 근데 그 회사들이 하나같이 최순실하고 얽혀있네? 아니 이런 우연이?? 국정운영이나 인사문제도 소신껏 결정했지. 근데 하나같이 최순실이 지시한 내용과 겹치네? 아니 이런 우연이~~,179,6
20170101,20170101,직무정지 기간에 이래도 되나? 결국 주댕이로 한말은 맨날 했던 거짓말 반복이자나. 새로운 말도 없고 그냥 꺼져라 제발 썅뇬아,184,8
20170101,20170101,언론에서 그만 다루어야 한다 들을 가치도 없는 소리다.,2472,47
20170101,20170101,자기 변호는 법정에서 부탁드립니다.,622,11
20170101,20170101,한 나라의 대통령이 치매할머니 말씀하시듯 하네요.,567,11
20170101,20170101,저여자를 빨리 정신병원으로 보내라! 우리민족의  진상!,687,12
20170101,20170101,"니 새해 인사는 관심없고  진실만이 궁금하다,우리는~ 대답이나 하라구요,미챤 여자야!",147,8
20170101,20170101,허참! 너거덜은 내가야그한대로 받아적기만해라. 내가진리요 생명이니까 방송신문모두 허위찌라시고 난잘못없다네. 기자들운모두맹충이고 나만 똑똑한유신공주고.,384,14
20170101,20170101,손바닥으로 하늘이 가려지던가요? 적당히좀 하시는게 어떨까싶네요?,2609,53
20170101,20170101,신년초부터 혈압 올라간다,447,12
20170101,20170101,뻔뻔해도 극치로다. 인간의 탈을 쓴 자가 아니다.,706,12
20170101,20170101,나오지말고 기다려라 기다리는 304명을 산채로 수장  왜 안 구했나? 왜 침몰했나? 왜 은폐하나?,135,9
20170101,20170101,뭐 하나 제대로 인정하는 것 없이 오로지 모르쇠로 우기기 뿐이네.. 사이비 교주가 따로 없으며 그것을 맹신하는 미친갱이들이 아직도 여전하네 새해부터 대한민국 미래가 암울하다,84,4
20170101,20170101,거짓변명간담회가 뻔한데 기자들이 보이콧하지 그랬어,195,8
20170101,20170101,박정권과 김정권은 그 궤를 같이할거 같다,82,12
20170101,20170101,김정은 니도 곧 촛불로 사라지리라.,1920,65
20170101,20170101,넌 빠져 이새퀴야!!,82,1
20170101,20170101,나대지 마라...,261,8
20170101,20170101,똥묻은 돼지가 겨묻은 닭보고 뭐라하네 ㅋㅋㅋ,289,14
20170101,20170101,너도탄핵대상이다.총칼로무력잡은놈이나권력으로폭력행사는년이나똑같다.,49,4
20170101,20170101,"정은아, 너도 얼마 안 남았어 사인은 쿠데타 축출 후 사살 또는, 배 터져 급사 또는 심장마비",1660,61
20170101,20170101,북한에도 촛불이 피어나길...  그날이 바로 한반도 대통합의 날이 될 것이다.,121,4
20170101,20170101,이놈아! 느그 누나 때문이다!,250,19
20170101,20170101,닭이나 돼지나… ㅉㅉ 주제를 알아야지 정은아,68,6
20170101,20170101,그쪽에선 니도 보수인거 알지 곧 폭발할거야,70,4
20170101,20170101,정은이 다른 사람 걱정할때가 아닌데......,387,13
20170101,20170101,임마 너는 조용히 찌그러 져있어.,110,2
20170101,20170101,개정은이는 아가리 닥쳐라. 니가 낄데가 아니다. 돈 받아 쳐 먹었냐?  북풍 조장해 달라고?,49,2
20170101,20170101,야 돼정은 니가 신경쓸일 아니다 너나 잘해,1545,50
20170101,20170101,네놈도 반동이다! 네놈은 햇불에 사라질것이다!,96,1
20170101,20170101,지랄하네 돼지새끼!!  넌 삼겹살 용도도 안되는 공업용 기름용이야 색햐,113,2
20170101,20170101,너는 장성택처럼 고사포에 뒤질 것이다.,390,14
20170101,20170101,김정은=그네=순시리,324,27
20170101,20170101,너도 곧끝이다.. 돼지..,348,12
20170101,20170101,응 젓까,1520,69
20170101,20170101,얼마 안남았다 죄수복입고 철철 울면서 겁이나서 거짓말 했다고 할 날이..,403,20
20170101,20170101,국정운영을 그렇게  독기어리게 죽을듯이 운영했어봐라..이나라가 요꼬라지로 됐나....거기다 궁민을 개돼지로 알아 환장하고 쳐올려뜯는정책에 환장한것도 모자라 팔자에도 없는 개쑤레기외래종개잡종벼슬정책에 환장들려 궁민들이 뒤지는지 사는지 관심눈꼽만도 없는 뇬...올해도 개쑤레기외래종 5만6천마리 끌어들인다며? 참 대책 없는 개쑤레기정권,140,9
20170101,20170101,"18, 더 이상 닭대가리 기사 내지말라.",424,20
20170101,20170101,혼이  비정상  인듯.  아파트  부녀회장  감 도   안되네..,87,8
20170101,20170101,욕 나온다! 칵!,118,11
20170101,20170101,95%  국민을 바보로 아나?,258,11
20170101,20170101,"뇌가없는듯.,.",1976,83
20170101,20170101,진심 노답이다 끝까지 남탓,452,17
20170101,20170101,정신 좀 차리셔야 할듯,471,21
20170101,20170101,미친년아~~,134,9
20170101,20170101,꼭 교도소가길,125,9
20170101,20170101,올해도 유체이탈,513,18
20170101,20170101,넌 그냥 씨   발   년  이다  테러나 당해라,69,8
20170101,20170101,이걸 4자로 줄이면  발악한다,134,11
20170101,20170101,죄없으면 내 머리에 장을 지진다.,67,7
20170101,20170101,인간 말종 화형이 답이다,1582,76
20170101,20170101,증거있어도 모르쇠,551,22
20170101,20170101,감사합니다. 새해복많이받으시고 언능 오라를 받으세요!,88,8
20170101,20170101,저 지경에서도  짐이 곧 국가다?  그네  공주놀이는  그만해라,166,9
20170101,20161231,맨날 육군 위주야~!! 그렇니 맨날 사고터지면 노후화 탓하지~!!,115,1
20170101,20161231,해외 토픽감이군~ 대한민국 해병대 수고 많습니다.,539,7
20170101,20161231,대체  천문학적 국방비는 어디에 쓰고625때 무기를 이제 교체해?  사병빼고 다 바꾸어야 할 국뻥부 매국노들!,162,1
20170101,20161231,진작에 하지~ 더 좋고 더큰것으로다가~,282,1
20170101,20161231,지금교체  그돈이 다 어디로갔을까....,2365,44
20170101,20161231,똥별들이 북한에 못 이긴다던게 사실이구만,134,0
20170101,20161231,국방비가  북한에 40배인데 얼마나   해드신분들이 많으면 저런일이.....,658,4
20170101,20161231,웃프네.  지금 2017 년도 라구요.  웬 1950년산 ㅜㅜ,105,1
20170101,20161231,국방비는 똥별들이....이거 바꾸지 않고 희망없다. 대한민국,105,0
20170101,20161231,육군 3개 사단이 막아야할 김포 강화일대 섬 해병 1개 사단이 막고있다 보급좀 잘해줘라 별 몇개만 줄이면 되는데.... 군대도 안다녀온게 대통령하고 애도 안나본게 대통령하니 예산이 잘배치 되겠냐. 군 미필자는 공무원 자격자체를 주면안됨,108,2
20170101,20161231,기가찰일이네.,101,1
20170101,20161231,20여년전에6해병여단작전통제소에근무했었던사람입니다 당시예산이없어서포실사격한번하지도못하고 여단장바뀌고해안포실사격한번딱했는데 해안포벙커돌다무너지고포탄이몇미터앞에떨어져서 엎드려‥하고다들혼비백산해서피하고 영화의한장면같지만사실입니다 해안포뿐만아니라 포병부대곡사포도 6.25때쓰던겁니다 예산은해군쓰다남은거타서쓴다고밥은1식3찬에국은맨날똥국에반찬중에하나는김치아니면깍두기영양부족으로봉와직염달고살고‥6여단해병대여단상황실에근무해서더심하고더지랄같이열악한거다토해내서알려드리고싶지만그럼쥐도새도모르게잡혀갈거고‥국국민들혈세‥국방비어디로쓰여지는건지 개탄스럽네요,86,0
