기사 작성일,댓글 작성일,댓글 내용,좋아요,싫어요
20170102,20170102,"악랄한 박사모,, 이름도 가짜 나이도 가짜 학교도 가짜,,죄다 거짓말쟁이를 고등학생인냥 내세워 조작 왜곡한 박사모,,탈북자가 휘문고 학생이냐,, 무직 백수 탈북자를 일당으로 미끼질해 거짓증언대에 세운 박사모 해체해라,,",4977,44
20170102,20170102,문재인님!빨리대통령되셔이개좃가튼박소모들을화형시켜주소~!!!!!!!!!!!!!!!!!!!!,2625,110
20170102,20170102,박사모븅신들 소식 듣고싶지않다고 전해라~~^,871,14
20170102,20170102,돈 걱정없이 살던 남의 집 여자애는 불쌍하고 비정규직에 알바에 아둥바둥 사는 지들 자식 손자손녀는 당연한거라 생각하는건가...,4691,30
20170102,20170102,박사모가 왜 지랄이세요 조사해서 죄없음 풀어주겟지  근데  죄가없음 저지랄하고 불법체류까지 하면서 도피생활을 햇을까?  니들  말대로 죄없으면  떳떳하게  귀국해서 조사받고 지발로 걸어나갔게지 에이 한심한 박사모,475,10
20170102,20170102,"사필귀정, 박가필망 대한민국은 JTBC에게 큰 빚을 졌다",16351,177
20170102,20170102,kbs가 박사모 대변인이냐 ㅋㅋㅋ 아! 대변인 맞지 ㅋㅋㅋㅋ,17782,150
20170102,20170102,별 말갖쟎은 소리들 떠들고 자빠지셨네요!,3356,28
20170102,20170102,박상소 도대체 머리에 머가 든거지? 그걸보도하는 kbs도 웃기지만  박사모는 이해할수 없는 집단이다,896,11
20170102,20170102,JTBC는 신고만 한거지 체포는 덴마크경찰이 판단해서 한건데 악랄하다면 덴마크 경찰이 악랄한거지 시민이 수상한사람 신고도 못하냐 체포는 경찰이 할건지 말건지 알아서 하는거아냐,3829,37
20170102,20170102,악랼한 박사모들,1088,19
20170102,20170102,jtbc가 나라를 구하는구나~  박사모야~  박그네 개표조작해서 당선된 짝퉁대통이란다~  이제 너희 보조금 대줄 사람 없어 우짜노??,435,11
20170102,20170102,박사모들 얘기는 들을 필요도 없어. 머리만 아프다. 이런 우기기말고 중한 나라 일 취재나 해서 뉴스 만드세요. 뭣이 중헌디,2959,26
20170102,20170102,이런 걸 기사라고...ㅡㅡ;;;;,1172,15
20170102,20170102,박사모는 정신박약아들만 모였나?,4591,36
20170102,20170102,누가 악랄한거냐? 국민을 우롱한 박대통과 최씨일가가 악랄한거 아닌가??,1047,17
20170102,나이스,,497,2
20170102,20170102,굿뉴스,564,4
20170102,20170102,포승줄로 꽁꽁묶어 수갑채워 댈고 와라 ..  언년처럼 자유롭게 공항드러와 호텔서 쉬게 두지말고 ....,461,1
20170102,20170102,굿,6294,58
20170102,20170102,오호라,1337,7
20170102,20170102,드디어잡았다,2165,11
20170102,20170102,올때 치즈좀 사와!,659,7
20170102,20170102,아주 나이스~~!!,584,3
20170102,20170102,일등,5017,121
20170102,20170102,축하합니다 축하축하 이제 와서 신나게 조사받고 털리자~~~,1880,11
20170102,20170102,굿,1237,6
20170102,20170102,멀리도 도망갔네,648,5
20170102,20170102,ㅋㅋㅋ 순실이가좋아하겠다ㅋㅋ 딸얼굴볼수있어서,722,3
20170102,20170102,엄마 만나겠네 ㅉ,2117,11
20170102,20170102,굿,487,3
20170102,20170102,새해에 원가 좋은일이 일어날듯.,785,4
20170102,20170102,덴마크까지 처간겨?,2073,12
20170102,20170102,애고 새해 큰 선물이네,2502,12
20170102,20170102,굿,7573,71
20170102,20170102,압송하라 지금즉시,729,4
20170102,20170102,"친박 대표로 정유라와 말맞추러 간거 국민이 다아는데 어떻하나, 이완영 !!!!매국노!!!!",14200,111
20170102,20170102,한심한것 ........... 이완용  .... 정유라가 잡히니까  그만 돌아왔냐  ....  칠곡성주가  부끄럽다  ......... 너때문에  성주참외 이제 못팔아먹는다 이놈아,762,4
20170102,20170102,완용아 어서 가서  유라랑  입맞춤 해야지.. 유라 걸레 먹은 입이라   입 열면  핵폭탄 급이다,3467,14
20170102,20170102,니놈 지역구  왜관  오면  짱돌로 대가리  터진다   미친넘,720,3
20170102,20170102,이완용이 어디서 뭐하고 있노? 감옥갈 준비 잘 하고 있제!,3046,13
20170102,20170102,모처에 있으면 의혹 증폭 시키지말고 나와봐,15602,107
20170102,20170102,근데 왜 갔다고 흘려 이 ㅅㄲ야..,645,4
20170102,20170102,특검ㄱㄱ,551,3
20170102,20170102,그냥 뒈져라 밥덩어리 쉐꺄,643,2
20170102,20170102,얘는 긴급체포 및 긴급구속 시켜야 되는걸로 보여지는데..,752,2
20170102,20170102,개쓰레기새끼 !!진짜 린치당했으면 시원하겠다,3067,16
20170102,20170102,일해 이 새끼야 누가 너보고 휴식 취하래 지금 니가 휴식 취할 때야 휴식하고 싶으면 사퇴하고 쉬어,4357,18
20170102,20170102,친닭당은 모두가 왜이래? ㅋㅋㅋ,2153,9
20170102,20170102,무슨 말을 해도 뻥같은데....,333,4
20170102,20170102,이완영이가 안가서 붙잡혔나 보구나 갔으면 아마 안 붙잡혔을수도 왜 하필 이완영이는 덴마크 였을까? 아님 왜 하필 정유라는 덴마크 였을까? 희안하네 오비이락?,441,5
20170102,20170102,나와서 일을 해야지 국회의원을  누가 쉬라고 뽑은줄 아나...,350,3
20170102,20170102,감사원 근무때 돈 받다 짤렷다매? 이건 오보 였나요?,371,3
20170102,20170102,뭘 했다고 휴식질이야 해명할게  한두가지가아닐텐데,355,2
20170102,20170102,완용이 이거 알고보니 온갖 범죄를 두루 섭렵했더만?,13007,80
20170102,20170102,가든 안가든 개x끼인 건 변함없다,3835,12
20170102,20170101,쏘시오패스내지 정신 분열증 환자 아닐까?  정상은 분명 아니다. 혼이 비정상,695,30
20170102,20170101,사람이 안하던 짓을 하면 갈때가 된거라고 하더니..,1702,58
20170102,20170101,야  됬고!!,1264,44
20170102,20170101,병신년이 지났는데 여전히  그러냐?,2184,60
20170102,20170101,"아니다라고 말은 하지만, 왜 속속 드러나는 증거와 증언들은 전부 박근혜-최순실의 역할분담으로 모든 일이 벌어졌다라고 말하고 있을까?  자신의 말을 밝혀지는 증거들이 반박하고 있는 현실인데.. 그런 말이 국민들에게 먹힐거라고 생각하나?",1544,52
20170102,20170101,반성이란 걸 해 본 적이 없나보다.,461,20
20170102,20170101,대통령이  언론을 보고 판단하고 명령을 내린다는건데 참으로 가증스럽다. 해경이 수시로 당시 상황을 보고했는데 이런걸 대통령이라니 새해부터 울화가 치민다,311,18
20170102,20170101,내가  돌겠다ㅡ 이   미친  ~~~~야,1636,52
20170102,20170101,"어이가 없는건 국민들이다,  정초부터 재수없게. 쯧",2355,71
20170102,20170101,올해 들어본 말중 최악이네 어이가 없네,345,19
20170102,20170101,한숨만 나온다.. 저런 년이 뭐라고..  답이 없는 미래에도 대해 한숨 나오는건 나뿐은 아니겠지.. 쩝...,598,30
20170102,20170101,아직도 진실한 마음으로 국민에게 다가올 생각을 전혀 안하네요 (구제불능),7043,235
20170102,20170101,이18.18181818 년은 주뎅리만 벌렸다 하면 남 탓이여... 개 같은년.. 쌍판떼기도 보기 싫다..,1893,62
20170102,20170101,"증거 다무시!!! ""난 안했다 억울하다""  이게 법치국가입니까? 헌재는 언제까지 이런 망아지소리를 들어야합니까?  진정바보들 이십니까? 조기 탄핵인용하세요!!! 감옥 가야함!!!",705,32
20170102,20170101,국민들을 얼마나 우숩게 보면 이런얘기들을 눈하나 껌벅거리지않고 하나....기가찬다...,349,19
20170102,20170101,아~ 다 이해한다.. 억울하겠지.. 당연히 당신이 살아온 세상안에서 아무것도 아니겠지만   세상은 그걸 죄라고 한다..,626,33
20170102,20170101,한번도 수사받지않고 뒤에서만  잘못없다 지혼자만 죄가 없다 당장 자진출두해서  조사를 받아라 쥐구멍에서 자꾸 씨벌이지 말고 ㅆㅂㄴ아 주둥어리를 기냥 찢어 버리고싶다 너는 국민이 아니가? 씨발년 썅년 애미 애비 닮아서,651,32
20170102,20170101,7시간이면   최소반이상   구출했을 것이다   그시간동안   뭐를 했다고?    그생명들에  대한  책임을져라    최선을다했다고   하더라도   무능에 대한  책임을 져라  인정힌고 하야하라   대통렁답게  책임져라,569,23
20170102,모두다!~~ 거짓말!~~ ,입만열면... 또 거짓말!~~~,336,19
20170102,20170101,범죄자의 마지막 발악 ㅋ,585,29
20170102,20170102,정치인생아웃. 순천민들 다시뽑진않겄지,319,21
20170102,20170102,일명 개새끼라한다ᆞᆞ이 자식도 비선실세중 한놈 이잖아ᆢᆢ순천 나타나지 말아라ᆢᆢ제발ᆢ쳐죽여 버릴 것이다ᆞᆞ,322,19
20170102,20170102,잘가 메기 다시는 오지마 정치판 ㅋㅋ,238,15
20170102,20170102,의원직도 그만둬라,365,21
20170102,20170102,순천에 올 생각도 하지마라 쓰레기새끼야,1824,62
20170102,20170102,잘가 오지마,1080,44
20170102,20170102,장은....?,1287,42
20170102,20170102,이정현 : 궁물당 기웃기웃  궁물당 : 환영한다,872,69
20170102,20170102,그냥 의원직 내던져라. 다음엔 순천에서 너 같은 놈. 국회의원 되면 내손에 장지진다.,425,28
20170102,20170102,의원직사퇴를해라 결백하고싶으면,7281,330
20170102,20170102,안될거 같으니 빠진다,1378,50
20170102,20170102,김진태도 데리고 가라. 가서 박근혜 수발이나 들면 되겠네 피로회복에 좋은 비아그라 먹어가면서ㅋ,438,22
20170102,20170102,머하는 꿍꿍이지,4889,238
20170102,20170102,장이나 지지고,376,18
20170102,20170102,이정현도 조사해라.....너도 불안하지???,348,21
20170102,20170102,순천 시민여러분 더이상 속지마세요,464,24
20170102,20170102,됐고 장을 지져라,157,13
20170102,20170102,장 지지라 장지지 장지지라! 일구이언하지말고 장도 못 지지면서 다 안고 간다고 개가 웃을소리 찌찌리야,1213,46
20170102,20170102,개구리소년 왕눈이에서나오는 투투야~~장은 지지고가야 그나마 조금 책임지는 자세야,337,20
20170102,20170102,정계은퇴하라,163,14
20170102,20170102,논다,951,41
20170102,20170102,그래 지인은 용납안했지 박지만 이나 박근령이나 그러나 우주의 기를 나눈 최태민 가족들은 지인이 아니라 몸뚱이 그 자체지,7931,188
20170102,20170102,낄데껴라.  잡놈들이 하도많아서 욕하기도 힘들다.,1807,41
20170102,20170102,개눈엔 개만 보인다더니...,148,13
20170102,20170102,에고~! 아주 지롤을 하세요...,1387,41
20170102,20170102,병신년 지나가니 병신놈이 오네.,370,25
20170102,20170102,아예 박근혜 똥을 쌈을 싸서 먹어라,328,22
20170102,20170102,이  자슥도 부역자다,154,14
20170102,20170102,그래 네들눈에는 여왕년이겠지... 국민들이 보기엔 ㄱ ㅐ ㅆ ㅑㅇ년인데...,322,24
20170102,20170102,벼엉신...,296,21
20170102,20170102,그걸 모른는 니가 바보야 그걸 몰랐어 정말 너 무뇌충,143,13
20170102,20170102,그래 나도 똑같은 놈이예요라고 말하는듯,1340,40
20170102,20170102,저 새끼는 뭐 하는 새끼냐? 그럼 지금 대다수의 국민들이 빨갱이라는 거뉘? 너 부산이지?,330,23
20170102,20170102,ㅋㅋ 벙엉신!,7175,172
20170102,20170102,엘시티 엘시티 엘시티 엘시티,157,13
20170102,20170102,친박스럽다,336,22
20170102,20170102,너도 이제 정치생명 끝났다. 임기 마치면 감옥에 갈 각오를 해야지...,427,23
20170102,20170102,"음, 한마디 안 할 수가 없네요. 엘시티 관련 곧 검찰에 불려가실 분이니, 뭐 그런 생각도 드시겠징됴.",1917,38
20170102,20170102,쓰레기들 의 합창,1695,45
20170102,20170102,갈아죽여도 시원치않을것들,1158,43
20170102,20170102,반가운 닭띠해 첫소식이네요 힘냅시다  ㅎ출근해서 신나게 시작할듯^^,1962,14
20170102,20170102,사기꾼 집안의 자손 사기도 실력이지 느그 부모를 원망해라,941,4
20170102,20170102,부모 잘 만나서 감방은 처음이지?,3453,14
20170102,20170102,아가야  감방가서 엄마랑 놀자,10248,103
20170102,20170102,개 시발년 잘잡혔네ㅋㅋ,881,7
20170102,20170102,꼼수 부려서 빠져나갈 생각말고 경찰은 머리끄댕이 잡골라도 끌고와라 그리고 이경재 이넘도 거짓말을 밥먹듯 한다 최순실 변호사 답다 자식들 보기 창피하지 않냐 ㅉㅉ,3250,17
20170102,20170102,멀리도 도망갔네,11149,81
20170102,20170102,생수무한공급 한국 구치텔보다 덴마크 감빵이 낫겠지,1883,14
20170102,20170102,정유년 새 해 훈훈한 소식 감사합니다. 대한민국 화이팅,805,6
20170102,20170102,정유년이 오긴 했네ㅋ,841,4
20170102,20170102,네 엄마랑 같이 같은 감방에 수감 땅땅땅!,717,5
20170102,20170102,정유년에 잡혔네 정유라년,973,7
20170102,20170102,퉤잇,610,4
20170102,20170102,응 어여 들어와,9297,69
20170102,20170102,춤추고싶다 어깨춤이 절로,688,4
20170102,20170102,깜방가는 너의 능력을 조여줘,2245,18
20170102,20170102,오랄때오지 개처럼 질질 끌려오네. 일단 유전자 검사부터 시작하자.,924,7
20170102,20170102,ㅋ 엄마 외롭단다 어여오니라,2614,15
20170102,20170102,정유년 새해 닭선물 오 신이시여 대기쁨 감사합니다,2195,16
20170102,20170102,오라질년,2412,18
20170102,20170102,전원책님 이런지저분한인간이랑 썰전이라니요 개무시하세요,1103,77
20170102,20170102,전변 영감 왕짜증 이다..!!! 소리나 꽥꽥 지르고 영감 티 내나.. 지질났다고  혼자만 소리치면 토론이 되나..!! 토론 격을 개판으로 만드네..!!!,18605,429
20170102,20170102,이재명 시장의 주장이 다 맞네. 분노조절장애자 전원책은 박사모 늙은이들처럼 밑도 끝도없이 고래고래 소리나 지르고 보수는 원래 토론회에서 남의 말 안듣는거냐? 지가 무슨 청문회 나온 의원쯤 된다고 생각하는건지 손석희가 말려도 무시하고 이재명 시장 윽박지를 때 개또라이인줄 알았다.,6610,126
20170102,20170102,이재명시장 말이 맞네.  전원책 버럭할 일도 아닌게 왜 그렇게 개지랄을 떤건지. 남에 말좀 들어라.,7397,138
20170102,20170102,담 토론때는 전원책 빼라. 리모콘 던질뻔했음. 아무리 반박하려해도 기본은 갖춰야지 말하고 있는데 밑도끝도 없이 지 말밀하고 지생각과 틀리다고 개거품 썰전에서 좋게 봤는데 토론패널로는 꽝  암튼 멋진 이재명시장님 특히 마지막 성장에 대한 공정한 경쟁시스템 체질강화 넘 좋았음!! 시장님  짱♡,2788,49
20170102,20170102,"진행1,토론3,땡깡1",1940,13
20170102,20170102,http://v.media.daum.net/v/20160920153006448  2016년 9월 뉴스에보면 '10대 기업은 지난해 전체 법인세 39조7704억원 가운데 11.4%(4조5168억원)를 납부했다. 10대 기업의 실효세율은 같은 기간 중소기업의 실효세율(12.6%)보다도 낮은 수치다.'라고 되어 있네요.  이재명 시장 말이 정확함. 전원책은 감정조절못하는 토론 부자격자로 보수의 민낯입니다. ㅋㅋㅋ,1218,26
20170102,20170102,전원책. 티비조선의 꼬봉!!! 딱걸렸어!!!,1329,7
20170102,20170102,이재명시장 진짜 멋있었다.  전원책변호사는 너무 진상이었고 토론회를 망쳐놨다.  소리지르고 고함지르고 정신이 없고 짜증만 유발했다.  이건 백번 공식사과해야된다. 그리고 유승민의원은 말너무 답답하게해서 속터졌다. 유시민작가는 분위기 유하게 만드느라 노력하는게 보였음.,2710,67
20170102,20170102,이시장님 말한게 맞네여... 왜그리 난리를 치셧을꼬 전변께서는... 암튼 사이다발언 좋앗어요,1292,31
20170102,20170102,전원책  똥 오줌 못가리네.   쓰레기  매너도 콘텐츠도,4844,55
20170102,20170102,언제봐도 사이다 이재명!  시원 합니다,4895,141
20170102,20170102,전원책 안보고싶다 전변나오면  이제부터 채널 돌린다,1983,23
20170102,20170102,Jtbc 팩트체크도 해주세요,5306,26
20170102,20170102,유승민 이재명이 사실상 메인패널. 유시민은 그 역활을 정말 잘해줌. 유승민에 질문할때 착각이 있어서 다소 날카로움은 덜했지만 유승민 이재명에 충분히 발언권을 주면서 대선주자들에 배려를 함. 전원책은 에휴.. 쓸데없는 소모전으로 개헌에 대한 대선주자들의 발언을 못들음.. 진짜 공식적인 개헌 발언인데.. 진짜 이거 아까움. 전원책은 진짜 도가 지나침.,2210,27
20170102,20170102,전원책씨 당신은 모르면서 흥분은 왜하지? 자격지심있남  토론자세가 매우불량하셔,17310,352
20170102,20170102,전원책은 대기업과 정부정책에 아부만 한다 통계와 수치로  작난질치며 진짜문제를 혼동시킨다,5132,60
20170102,20170102,전원책...저러니 보수가 욕 먹지! 지가 틀린 정보가지고 남을 탓하니..방송퇴출 1호! 보수들의 전형적인 토론방식~~ㅋ 이준석이랑 붙여놓으면 산으로 갈듯!,6604,81
20170102,이재명 말이 맞네,,7178,145
20170102,20170102,"전원책 이놈은  사시패스한게아니고 경희대 나와서  군법무관시험에 합격해서  장기복무한인간임  그당시는 법무관시험보고 장기복무하면  변호사자격증주던시절임  즉, 판검사는자격이안되서못하고  중령 제대한 인간임  그러니까 수준이그모양이었음",2371,37
20170102,20170101,그럴거 같아서 놀라지도 않음,279,3
20170102,20170101,21세기 친일파 득세에 이완용까지 출몰했구나.,2135,13
20170102,20170101,잘하면  tvn 도  흡수 하겠구만...,1262,10
20170102,20170101,남매의  어머니임에도   정의앞에  용기를  내셨구나  개인의   치욕은   견뎠어도   공공의   불의는  못 견디는    여성     이완영 이  아니라   이런  사람이  국회에  있어야지,335,2
20170102,20170101,완영이 이노마 이거 아주 그냥 개패듯이 패야 되겠구만!!,287,1
20170102,20170101,니관상이 딱 성추행범 관상인데 사실무근같은 접시물에 코빠져 죽었다는 소리하고있네  어이가 없다 이 성추행범아,681,5
20170102,20170101,새누리당에서  공천 받으려면 파렴치 범죄 전과는 필수.,3115,17
20170102,20170101,개누리 입당 조건이 성폭력에 뛰어난 개와 같은 인간이지.,604,3
20170102,20170101,개쓰레기!!!!!! 이름값 한다!!!!! ㅋㅋ,2562,11
20170102,20170101,이완용... 아~~~또  욕도 아깝다,11982,93
20170102,20170101,개장수!,231,1
20170102,20170101,제발 사실이길 바라고 저 개 쓰레기는 죽여야한다.,264,2
20170102,20170101,새누리당 의원을 하려면  기본요건중의 하나인가?,311,2
20170102,20170101,이완용^^ 너도 죽어봐다 딜 미터기^^,492,4
20170102,20170101,일베와 로린이의 탄생지 제수씨성추행범도 압도적으로 국회의원으로 당선되는 그곳 내사랑 보험아줌마 불타는 대구의 밤문화 그러나 왜국보수라는 그곳  일베대구경북은 이나라 암덩어리중 에서도 핵이지  이완영(성주) 위증의혹 백승주(구미) 최순실사태 북한이 유포 김종태(상주)촛불집회 종북세력 선동  십알단단장 목사 원세훈. 김용판. 댓글담당 국정원3차장 친일 뉴라이트 만든 김진홍 위안부졸졸 교과서 대표저자 삽질사기 영포파조폭들 국보급 통수꾼 조희팔 숭례문 태운넘. 세월호선장 구원파교주 신천지교주. 박정희교 교주 다 쓰질 못할정도  그곳은 피다,1526,18
20170102,20170101,새누리당국개의원의  요건은 갗 추었네  지저분 성추행 거짓말 개상도,645,4
20170102,20170101,에구~ 윤창중도 보수에 나와 시위 이끄는 마당에~~~~ 성누리당~ 난감하네~~~~,722,3
20170102,20170101,결과는 두고봐야겠지만  남자들 찌질하게  저런짓좀 하지말자  차라리  채동욱이처럼   혼외자에 첩을 두고 두집살림할일이지   못할짓이다,317,79
20170102,20170101,꼴뚜기세퀴 당장 사퇴하라,2233,11
20170102,20170101,용감해 !    근데  저런  드럽고  사악한  추남한테   폭행당해재수없것다 !,2641,16
20170102,20170102,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1407,7
20170102,20170102,닭은  질문이  제일 두려워        아  저   그것을  이렇게해가지고,331,3
20170102,20170102,철저히 자기반성하고 사죄해야 되는데 몰라도 너무 모른다. 머리나쁘고 부패한자가 어찌 정상에 올랐나 ? 지지한자들도 철저히 반성하고 참신하고 능력있는 정부를 빨리 세워 새출발 해야지.,671,4
20170102,20170102,에레기  병신년..,592,5
20170102,20170102,무슨  말인지  알고  한걸까?  문장이  안된다  그냥  횡설수설,994,4
20170102,20170102,가는데마다 변기는 왜뜯었는지도  물어보지그랬냐  그것도 궁금한데,348,3
20170102,20170102,버벅거릴 줄 알았어.....이...그....저...............맺음 말도 없고.....지 편한대로 해석하고...............바보 꼴통!!!,882,6
20170102,20170102,답없다 답없어,691,6
20170102,20170102,아직도 정신 못 차렸어,1994,11
20170102,20170102,"그냥 한마디로....  x 가튼 년이네....-,.ㅡ+  뻔뻔하기가......우주 최강이다.",711,7
20170102,20170102,우리 비선들 휴일없이 열일했는데 이런 억울한 일 생겨 마음이 아파요.. 난 성형도 안했고.. 쳐 먹은것두 없구.. 선의의 일로 한 일들이에요.. 기업 회장들한테는 너무 미안하고요.. 난 아무 죄가 없어요... 다들 아시겠죠~~~저는 탄핵감도.. 구속감도 아니랍니다~~~ 개가튼뇬...ㅆ ㅂ 년,725,5
20170102,20170102,청와대에서 공개한 전문 이라고요. 청와대에서 검열하고 통과된 편집된 내용이군요.  직무정지되고도 청와대 통제하는  불법통제광 박근혜,780,4
20170102,20170102,발악을 하는구나... 정신병자같다.,2407,18
20170102,20170102,"말의 요진 하나도없다..변명과 난해한 문장들..두서없다.. 결론도없다..진짜 토론,대화,을 못한다.한나라의 대통령이 말제주가 진짜없다..",335,6
20170102,20170102,"뭔 소린지 하나도 모르겠음. 본인 생각이 없이 변호인단이 조언해준대로 변명만 해대니 서두에 본인 얘기할 때는 술술,, 질의 할 때는 초딩 수준의 언어구사력임.",3216,14
20170102,20170102,원본말고 번역본은 없나요?,10250,37
20170102,20170102,"탄핵하지 말고 긴급체포후  구족과 함께 사형집행 찬성 참수형- 목을 베는 것.  요참형- 허리를 베는 벌. 곧장 죽지않고 고통에 시달리다가 죽기 때문에 참수형보다 높은 형벌임. 교수형- 목메달아 죽이는 것, 시신이 온전히 보전되는 장점이 있는 형벌. 단절형- 무릎과 팔꿈치등의 관절을 부러뜨리고 6시간정도 형벌틀에 있게한 다음 도끼로 몸통을 내리찢는 사형.  거열형- 사지를 찢는 형벌로 너무나 고통스러워 제일 쎈 극형임.  팽형- 사람보다 몇배 더 큰 솥을 준비해, 그곳에 기름을 잔뜩 넣은후 펄펄 끓여서 사형수를 튀겨 죽이는 형벌",520,8
20170102,20170102,닥아 진짜 억울하면 헌재에 빨리 심판해달라고 해야지 주댕이로만 억울하다고 하면 다냐..,1852,9
20170102,20170102,사람은 태어나서 죽을때까지 부끄러움을 잊지말아야한다고 합니다.,2126,11
20170102,20170102,씹얼..뭔말인지 하나도 모르겠네..,2870,10
20170102,20170101,거짓말만 잘하면 국개의원 될수 있나봐!,3488,15
20170102,20170101,연기의 달인일세 . 개비시나 개비에스 남는 상하나줘라.,1013,3
20170102,20170101,거짓말 하는거 다 얼굴에 쓰여 있다 tv만 봐도  알겠더라  장하다  조윤선,3710,17
20170102,20170101,하나같이  거짓말  확 그냥 .. ᆞ,923,5
20170102,20170101,에라이  개뇬아,3191,15
20170102,20170101,칠푼이는 워낙 바보니 그렇다 쳐. 이건 배워 먹은 게 하는 거라곤 아부랑 거짓말. 자식한테 부끄럽지도 않냐?,17512,98
20170102,20170101,쓰레기 잡년 넌 욕들어먹어도 싸!,812,6
20170102,20170101,앙큼을 떨더니 연기 대상감이구먼,22380,118
20170102,20170101,이맹바뀐애. 감옥가자. . .,2612,20
20170102,20170101,mbc연기대상조뽕!,2893,13
20170102,20170101,가중처벌을 해야 하는 이유는 하나... 법적인 조치 운운하며 진실을 말해야 할 사람들에 대한 위협을 가한 것이기에 그 죄값은 몇배로 치뤄야 할 것...,995,5
20170102,20170101,증거인멸 더 하기 전에 얼른 구속하자,1218,5
20170102,20170101,밝혀질  거짓말로 연기에는 한석규가 울고가겠다. 사실관계를 잘 모르는 사람에게는 그게 통할까싶다마는 연기는 연기일뿐 사실이 아니지,813,6
20170102,20170101,특별검사팀 님들  존경합니다,20033,109
20170102,20170101,"헐, 국회에서  전 국민을 상대로 개뻥을  친 거 맞어?",2440,7
20170102,20170101,리틀 박그네~,907,4
20170102,20170101,황교안 교활한 넘도 감옥보내자,4341,22
20170102,20170101,실실 웃 으며    미친 년 처럼  굴더니............   니가조아하는 법 으로 어떻케   안돼더냐???,940,4
20170102,20170101,벗기면 벗길수록  때가 마니 나오는  ㄴ이야,899,5
20170102,20170101,박근혜정권에서 출세하려면 뻔뻔하고 거짓말을 잘해야한다 하나같이 후안무치,4315,15
20170102,20170102,영원히 사라져라,147,13
20170102,20170102,장은 언제  지지고?,369,17
20170102,20170102,손에 장은 지지고 가야쥐~,445,14
20170102,20170102,잉?,2666,79
20170102,20170102,장은?!,1119,26
20170102,20170102,신경쓰는 사람 없다.,342,15
20170102,20170102,감옥을 가야지,903,25
20170102,20170102,범죄자 매국노 부역자.  나라 말아먹은 놈.,1049,31
20170102,20170102,잔대갈 굴리지말고 진심이면  의원직 사퇴하고 장부터 지져라,482,17
20170102,20170102,응 꺼져,4390,124
20170102,20170102,탈당 축하 축하 축하.충성 충성 충성,751,27
20170102,20170102,너는 장부터 지지자.,1488,25
20170102,20170102,이색힌 사람 아니라서 믿을 수가 없다,408,17
20170102,20170102,진작 꺼졌어야지,339,14
20170102,20170102,정계를 떠나라.,974,30
20170102,20170102,장은 지지고 가야지..,1476,27
20170102,20170102,ㅋㅋㅋㅋ널 잊고 있었다 뉴스가 많아서 ㅋㅋㅋㅋㅋㅋㅋㅋ,1222,28
20170102,20170102,장이나 지지지 어디가나,1122,25
20170102,20170102,뭐래,3471,87
20170102,20170102,손에...장은 지지셨나? 장지지고 가야쥐,402,16
20170102,20170102,세계최고의 승마선수!,7079,365
20170102,20170102,공교롭게 이 시기에 새누리 이완영의원은  댄마크로 가고.. ㅋ  뭔가 꼼수 쓰는거 같군요.,428,5
20170102,20170102,정유년이라고 정유라가 테이프 끊는구나~,2917,27
20170102,20170102,간신배 역적당!!!  국민 개딸뇬 입국환영!!!!,531,11
20170102,20170102,대갈빡  헬멧의 태극기 좀 어케 하봐라. 창피하다.,672,11
20170102,20170102,정유년!,512,11
20170102,20170102,이완영은 덴마크에 왜 갔냐고,892,8
20170102,20170102,이경재는 변호사로 위장한 박그네 부역자들이다 통화내역 조사해서 변호인 자격 박탈하고 구속해라,366,6
20170102,20170102,이경재 개쌔끼~!!ㅋㅋ,371,4
20170102,20170102,이완용이가 딜하러 갔네...순실이가 유라만 어떻게 해주면 모든거 자신이 뒤집어 쓴다고 말 맞추고..완용이가 유라 빼내서 안전한 3국으로 대피 시킬라고 했그만 ㅉㅉㅉ,819,10
20170102,20170102,유라야 빨리와~~ 궁금한게 많아~~ 일단 유전자 검사부터 좀 해보자~~ 너도 보고 싶은사람 많치~~?,335,7
20170102,20170102,얘도 최순실 모른다고하는거 아냐?,759,10
20170102,20170102,여권이 취소됐는데 어찌 덴마크 까지 갔을까..? 국경 넘을때 여권 검사 안하나요..?,2294,29
20170102,20170102,말 안듣고 짜증내면 때려도 상관없어요 이미 울나라에서 버린 자슥이니,2016,27
20170102,20170102,한국으로 빨리 압송하라~~~,1776,17
20170102,20170102,어여와,1584,15
20170102,20170102,이경재 왜저리 꼴보기 싫을까?,2785,32
20170102,20170102,느그모녀....축하한다. 느그년들이 혈세로 축배를 들며 쾌재를 부르고 있을때 우리국민은 허리띠를 졸라매고 피눈물을 흘리고 있었어... 방홋수 지정하면   말하그라   짜장면 곱배기로 넣어주마....,550,11
20170102,20170102,덴마크 배송 빠르구만!,1858,19
20170102,20170102,"유라야 언능들와라ᆢ 엄마가 울고계신다, 뱅기표값은 재용오빠야가 지불해놨다.",12319,143
20170102,20170102,해가 바뀌어 촛불의 동력이 소진될 것을 염려한 칠푸니가 동력을 재충전해주려고 횡설수설했습니다.,1733,10
